Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2986,Data Analytics Course,168,"4,070",223,29,7,0.046,"1,733",11/12/2024,Hydrabad,mobile,data anaytics training
A2987,Data Analytics Course,,5827,$190.93,14,3,,"$1,731",11/30/2024,,Desktop,data analytics course
A2988,Data Analytics Course,82,"4,922",235,27,10,0.033,"1,556",11/17/2024,Hydrabad,desktop,data anaytics training
A2989,Data Analytics Course,112,4277,$249.65,27,3,,"$1,953",11/26/2024,,TABLET,data analitics online
A2990,Data Analytics Course,99,"3,418",196,19,10,0.101,"1,242",4/11/2024,Hydrabad,desktop,data anaytics training
A2991,Data Analytics Course,89,3363,$220.07,26,,,"$1,939",11/9/2024,,desktop,data analytics course
A2992,Data Analytics Course,154,4828,$233.39,24,6,,"$1,661",2/11/2024,,TABLET,learn data analytics
A2993,Data Analytics Course,155,"4,135",227,26,7,0.057,"1,442",11/22/2024,Hydrabad,tablet,analytics for data
A2994,Data Analytics Course,188,"5,254",190,27,7,0.037,"1,821",16/11/2024,Hydrabad,desktop,online data analytic
A2995,Data Analytics Course,83,"4,439",232,28,7,0.084,"1,570",19/11/2024,Hydrabad,mobile,data anaytics training
A2996,Data Analytics Course,127,"3,053",184,10,8,0.063,"1,669",11/13/2024,Hydrabad,tablet,data analytics course
A2997,Data Analytics Course,141,5550,$213.82,,10,,"$1,545",11/15/2024,,TABLET,data analitics online
A2998,Data Analytics Course,149,4678,$241.41,11,6,,"$1,106",4/11/2024,,Desktop,analytics for data
A2999,Data Analytics Course,152,3036,$210.78,12,6,,"$1,074",11/10/2024,,tablet,data analitics online
A3000,Data Analytics Course,123,"5,050",248,11,8,0.065,"1,755",29/11/2024,Hydrabad,tablet,analytics for data
A3001,Data Analytics Course,137,"5,057",194,11,6,0.044,"1,206",11/9/2024,Hydrabad,desktop,data analytics course
A3002,Data Analytics Course,93,"5,346",198,15,8,0.086,"1,036",11/15/2024,Hydrabad,tablet,data analitics online
A3003,Data Analytics Course,150,5580,$204.73,24,10,0.067,,17/11/2024,,TABLET,data analytics course
A3004,Data Analytics Course,122,"3,351",196,13,3,0.025,"1,362",30/11/2024,Hydrabad,desktop,data analytics course
A3005,Data Analytics Course,168,3128,$184.27,30,7,,"$1,957",1/11/2024,,Tablet,data analytics course
A3006,Data Analytics Course,113,,,26,8,0.071,"$1,285",12/11/2024,,mobile,data analytics course
A3007,Data Analytics Course,124,"5,402",222,21,7,0.059,"1,091",11/27/2024,Hydrabad,desktop,data anaytics training
A3008,Data Analytics Course,95,"4,653",194,17,4,0.042,"1,688",27/11/2024,Hydrabad,desktop,data analytics course
A3009,Data Analytics Course,185,"4,599",248,15,5,0.027,"1,673",6/11/2024,Hydrabad,desktop,data analitics online
A3010,Data Analytics Course,144,3120,$221.66,24,,,"$1,061",11/13/2024,,MOBILE,data anaytics training
A3011,Data Analytics Course,175,"3,521",210,14,9,0.051,"1,140",11/28/2024,Hydrabad,mobile,analytics for data
A3012,Data Analytics Course,88,"5,823",247,12,9,0.102,"1,514",1/11/2024,Hydrabad,mobile,data analytics course
A3013,Data Analytics Course,90,"5,569",197,27,4,0.053,"1,516",20/11/2024,Hydrabad,desktop,data analitics online
A3014,Data Analytics Course,94,"4,255",221,13,5,0.053,"1,623",11/20/2024,Hydrabad,desktop,learn data analytics
A3015,Data Analytics Course,191,"4,910",233,14,10,0.052,"1,080",11/3/2024,Hydrabad,tablet,analytics for data
A3016,Data Analytics Course,167,"5,675",223,15,4,0.024,"1,862",11/17/2024,Hydrabad,tablet,analytics for data
A3017,Data Analytics Course,136,"3,777",187,11,4,0.029,"1,027",11/5/2024,Hydrabad,mobile,learn data analytics
A3018,Data Analytics Course,110,5790,,23,9,,"$1,463",8/11/2024,,tablet,data analitics online
A3019,Data Analytics Course,171,3055,,26,5,0.029,"$1,701",11/18/2024,,MOBILE,data anaytics training
A3020,Data Analytics Course,134,"5,620",231,28,7,0.052,"1,499",11/29/2024,Hydrabad,desktop,data anaytics training
A3021,Data Analytics Course,170,"4,594",193,27,9,0.053,"1,319",27/11/2024,Hydrabad,mobile,analytics for data
A3022,Data Analytics Course,151,"4,907",248,10,4,0.026,"1,948",23/11/2024,Hydrabad,desktop,data analytics course
A3023,Data Analytics Course,124,5437,$180.54,29,7,,"$1,564",9/11/2024,,desktop,analytics for data
A3024,Data Analytics Course,88,"4,794",242,11,3,0.034,"1,210",11/7/2024,Hydrabad,mobile,data anaytics training
A3025,Data Analytics Course,118,"5,326",200,19,8,0.068,"1,195",11/24/2024,Hydrabad,tablet,analytics for data
A3026,Data Analytics Course,160,5642,$200.82,25,,,,29/11/2024,,MOBILE,learn data analytics
A3027,Data Analytics Course,112,"4,594",236,29,8,0.071,"1,569",23/11/2024,Hydrabad,mobile,data anaytics training
A3028,Data Analytics Course,186,"4,352",224,29,3,0.016,"1,290",6/11/2024,Hydrabad,mobile,data anaytics training
A3029,Data Analytics Course,139,"4,220",206,21,5,0.036,"1,671",11/21/2024,Hydrabad,desktop,learn data analytics
A3030,Data Analytics Course,164,"4,909",245,13,3,0.045,"1,601",4/11/2024,Hydrabad,mobile,learn data analytics
A3031,Data Analytics Course,89,"3,148",219,13,4,0.045,"1,533",11/6/2024,Hydrabad,desktop,data analitics online
A3032,Data Analytics Course,107,"3,105",195,20,10,0.037,"1,455",11/19/2024,Hydrabad,mobile,data analitics online
A3033,Data Analytics Course,179,"5,062",215,18,4,0.05,"1,815",24/11/2024,Hydrabad,mobile,data analytics course
A3034,Data Analytics Course,136,"4,096",229,19,10,0.039,"1,054",11/26/2024,Hydrabad,desktop,data anaytics training
A3035,Data Analytics Course,140,4283,$205.02,22,7,,"$1,674",11/11/2024,,mobile,data analytics course
A3036,Data Analytics Course,137,4189,$208.84,17,,,"$1,211",11/9/2024,,Mobile,online data analytic
A3037,Data Analytics Course,199,"4,818",230,11,7,0.038,"1,714",11/8/2024,Hydrabad,desktop,online data analytic
A3038,Data Analytics Course,95,"5,256",236,12,8,0.052,"1,324",11/24/2024,Hydrabad,mobile,data anaytics training
A3039,Data Analytics Course,182,"3,980",192,16,5,0.027,"1,050",11/8/2024,Hydrabad,tablet,online data analytic
A3040,Data Analytics Course,132,4359,$237.12,29,3,,"$1,872",1/11/2024,,Mobile,online data analytic
A3041,Data Analytics Course,139,"5,326",242,29,5,0.036,"1,423",8/11/2024,Hydrabad,mobile,analytics for data
A3042,Data Analytics Course,134,5614,$220.52,14,6,0.036,,15/11/2024,,desktop,data analitics online
A3043,Data Analytics Course,166,"3,746",214,16,5,0.03,"1,750",11/8/2024,Hydrabad,mobile,data analitics online
A3044,Data Analytics Course,121,"5,608",220,19,4,0.049,"1,209",11/14/2024,Hydrabad,tablet,data anaytics training
A3045,Data Analytics Course,173,"4,582",205,17,5,0.029,"1,703",11/21/2024,Hydrabad,desktop,data anaytics training
A3046,Data Analytics Course,132,4438,$232.68,24,7,,"$1,959",11/9/2024,,Desktop,analytics for data
A3047,Data Analytics Course,136,"5,011",237,25,5,0.037,"1,582",11/3/2024,Hydrabad,mobile,data analytics course
A3048,Data Analytics Course,174,"5,864",190,26,5,0.045,"1,508",11/27/2024,Hydrabad,mobile,data anaytics training
A3049,Data Analytics Course,168,"5,114",187,10,3,0.018,"1,530",11/18/2024,Hydrabad,desktop,online data analytic
A3050,Data Analytics Course,117,"5,658",191,13,3,0.032,"1,779",11/25/2024,Hydrabad,mobile,learn data analytics
A3051,Data Analytics Course,187,"4,876",192,16,5,0.027,"1,396",11/9/2024,Hydrabad,tablet,analytics for data
A3052,Data Analytics Course,,5139,$212.20,20,10,,"$1,613",11/18/2024,,Tablet,online data analytic
A3053,Data Analytics Course,,5470,$210.97,,7,,"$1,928",11/21/2024,,Desktop,data analitics online
A3054,Data Analytics Course,112,"5,143",243,18,3,0.027,"1,029",7/11/2024,Hydrabad,mobile,data anaytics training
A3055,Data Analytics Course,124,,$209.92,15,4,0.032,,11/25/2024,,desktop,data analitics online
A3056,Data Analytics Course,132,4769,$236.41,15,4,0.03,,26/11/2024,,TABLET,analytics for data
A3057,Data Analytics Course,167,"3,366",213,28,4,0.059,"1,159",11/14/2024,Hydrabad,mobile,data analytics course
A3058,Data Analytics Course,165,"5,228",200,27,3,0.04,"1,829",5/11/2024,Hydrabad,mobile,analytics for data
A3059,Data Analytics Course,108,4266,$220.02,24,5,,"$1,282",23/11/2024,,MOBILE,data anaytics training
A3060,Data Analytics Course,182,"5,102",226,16,10,0.06,"1,600",11/7/2024,Hydrabad,mobile,data analytics course
A3061,Data Analytics Course,91,"3,787",226,26,8,0.088,"1,493",10/11/2024,Hydrabad,tablet,data analytics course
A3062,Data Analytics Course,194,4598,$233.86,25,4,,"$1,565",5/11/2024,,TABLET,data analitics online
A3063,Data Analytics Course,189,"5,404",218,17,10,0.053,"1,418",11/24/2024,Hydrabad,mobile,learn data analytics
A3064,Data Analytics Course,85,"4,432",215,22,7,0.082,"1,262",23/11/2024,Hydrabad,tablet,data analitics online
A3065,Data Analytics Course,162,"4,016",224,28,10,0.041,"1,060",11/19/2024,Hydrabad,mobile,data anaytics training
A3066,Data Analytics Course,,5379,$248.46,28,5,,"$1,881",27/11/2024,,desktop,online data analytic
A3067,Data Analytics Course,88,"5,093",222,13,9,0.05,"1,185",9/11/2024,Hydrabad,desktop,online data analytic
A3068,Data Analytics Course,121,"5,092",219,21,6,0.05,"1,864",11/4/2024,Hydrabad,desktop,analytics for data
A3069,Data Analytics Course,81,"3,015",219,10,7,0.086,"1,550",11/27/2024,Hydrabad,desktop,learn data analytics
A3070,Data Analytics Course,125,"3,745",207,24,3,0.024,"1,619",11/8/2024,Hydrabad,tablet,data analytics course
A3071,Data Analytics Course,188,"5,046",203,18,10,0.06,"1,625",11/5/2024,Hydrabad,tablet,online data analytic
A3072,Data Analytics Course,99,4032,$186.45,19,5,,"$1,074",11/3/2024,,desktop,data analytics course
A3073,Data Analytics Course,170,3879,$245.00,29,,,"$1,202",11/26/2024,,Tablet,data analytics course
A3074,Data Analytics Course,105,4968,$188.38,14,5,,"$1,135",11/21/2024,,TABLET,learn data analytics
A3075,Data Analytics Course,173,"5,872",190,24,5,0.029,"1,953",26/11/2024,Hydrabad,tablet,data analitics online
A3076,Data Analytics Course,186,3058,$230.71,27,7,0.038,,23/11/2024,,MOBILE,analytics for data
A3077,Data Analytics Course,143,"3,109",247,22,5,0.035,"1,589",13/11/2024,Hydrabad,tablet,learn data analytics
A3078,Data Analytics Course,124,5415,$217.55,,4,0.032,"$1,258",27/11/2024,,DESKTOP,data analitics online
A3079,Data Analytics Course,154,"5,633",246,29,7,0.035,"1,604",11/3/2024,Hydrabad,tablet,learn data analytics
A3080,Data Analytics Course,85,"5,402",192,18,7,0.082,"1,002",26/11/2024,Hydrabad,desktop,data anaytics training
A3081,Data Analytics Course,167,"4,059",209,17,4,0.024,"1,742",16/11/2024,Hydrabad,tablet,learn data analytics
A3082,Data Analytics Course,139,"3,172",228,20,10,0.072,"1,130",28/11/2024,Hydrabad,tablet,analytics for data
A3083,Data Analytics Course,193,"5,716",225,19,9,0.047,"1,167",11/13/2024,Hydrabad,desktop,online data analytic
A3084,Data Analytics Course,127,"4,816",245,23,3,0.049,"1,985",7/11/2024,Hydrabad,tablet,learn data analytics
A3085,Data Analytics Course,80,3742,$247.16,,10,0.055,"$1,686",11/8/2024,,Tablet,analytics for data
A3086,Data Analytics Course,174,"4,469",216,14,8,0.046,"1,619",11/7/2024,Hydrabad,desktop,online data analytic
A3087,Data Analytics Course,127,"3,454",209,19,10,0.058,"1,937",11/5/2024,Hydrabad,desktop,data anaytics training
A3088,Data Analytics Course,151,"3,702",245,22,9,0.06,"1,983",4/11/2024,Hydrabad,tablet,learn data analytics
A3089,Data Analytics Course,113,"4,258",232,16,10,0.088,"1,374",11/24/2024,Hydrabad,mobile,online data analytic
A3090,Data Analytics Course,159,"4,047",206,24,3,0.05,"1,177",9/11/2024,Hydrabad,tablet,analytics for data
A3091,Data Analytics Course,197,"3,319",216,26,10,0.051,"1,342",18/11/2024,Hydrabad,desktop,analytics for data
A3092,Data Analytics Course,106,"5,661",182,17,3,0.028,"1,250",11/11/2024,Hydrabad,desktop,data analitics online
A3093,Data Analytics Course,143,"4,914",223,12,7,0.05,"1,280",12/11/2024,Hydrabad,desktop,analytics for data
A3094,Data Analytics Course,111,"5,382",220,29,5,0.032,"1,464",11/25/2024,Hydrabad,desktop,analytics for data
A3095,Data Analytics Course,98,5898,$186.46,20,6,0.038,,11/9/2024,,mobile,data analitics online
A3096,Data Analytics Course,98,"3,967",215,12,5,0.051,"1,180",11/8/2024,Hydrabad,desktop,analytics for data
A3097,Data Analytics Course,109,3089,$190.00,,7,0.038,"$1,779",11/1/2024,,Tablet,data analitics online
A3098,Data Analytics Course,168,"3,219",193,12,7,0.037,"1,395",11/23/2024,Hydrabad,mobile,online data analytic
A3099,Data Analytics Course,127,4039,$247.92,20,8,0.063,,11/27/2024,,MOBILE,learn data analytics
A3100,Data Analytics Course,136,4051,$194.29,25,5,,,11/28/2024,,Tablet,learn data analytics
A3101,Data Analytics Course,173,"5,270",233,11,7,0.04,"1,783",16/11/2024,Hydrabad,desktop,analytics for data
A3102,Data Analytics Course,184,"3,239",221,25,10,0.054,"1,557",11/4/2024,Hydrabad,desktop,online data analytic
A3103,Data Analytics Course,174,4054,$201.25,15,7,,"$1,514",23/11/2024,,MOBILE,learn data analytics
A3104,Data Analytics Course,196,"5,448",233,30,8,0.041,"1,694",11/14/2024,Hydrabad,desktop,learn data analytics
A3105,Data Analytics Course,193,,$238.80,20,5,0.04,"$1,327",11/2/2024,,Mobile,data anaytics training
A3106,Data Analytics Course,97,"3,937",197,14,10,0.103,"1,160",11/22/2024,Hydrabad,tablet,learn data analytics
A3107,Data Analytics Course,128,"4,175",200,12,10,0.059,"1,599",11/20/2024,Hydrabad,desktop,data analitics online
A3108,Data Analytics Course,143,"5,780",238,24,4,0.054,"1,440",15/11/2024,Hydrabad,mobile,data analitics online
A3109,Data Analytics Course,,"3,809",202,17,9,0.059,"1,031",11/17/2024,Hydrabad,desktop,data analytics course
A3110,Data Analytics Course,83,3684,$203.47,,,,"$1,805",17/11/2024,,tablet,data analytics course
A3111,Data Analytics Course,189,"3,226",237,14,6,0.032,"1,364",11/6/2024,Hydrabad,tablet,analytics for data
A3112,Data Analytics Course,165,"4,978",180,12,4,0.058,"1,123",14/11/2024,Hydrabad,tablet,online data analytic
A3113,Data Analytics Course,172,5041,$189.31,22,10,,"$1,645",11/7/2024,,mobile,data anaytics training
A3114,Data Analytics Course,183,"4,124",187,24,6,0.033,"1,183",11/28/2024,Hydrabad,tablet,data analytics course
A3115,Data Analytics Course,196,"3,143",238,28,7,0.036,"1,234",11/8/2024,Hydrabad,mobile,data analitics online
A3116,Data Analytics Course,98,4505,$209.36,27,5,,"$1,186",29/11/2024,,Tablet,learn data analytics
A3117,Data Analytics Course,158,3736,$226.99,11,8,,"$1,606",11/29/2024,,TABLET,data anaytics training
A3118,Data Analytics Course,104,"5,949",217,28,4,0.038,"1,102",10/11/2024,Hydrabad,mobile,analytics for data
A3119,Data Analytics Course,84,4625,$226.02,13,5,,"$1,969",14/11/2024,,Desktop,online data analytic
A3120,Data Analytics Course,128,"5,022",189,26,6,0.047,"1,108",11/2/2024,Hydrabad,mobile,data anaytics training
A3121,Data Analytics Course,99,5483,$180.04,,5,0.05,"$1,687",4/11/2024,,desktop,analytics for data
A3122,Data Analytics Course,107,"5,491",218,17,10,0.093,"1,480",11/11/2024,Hydrabad,mobile,online data analytic
A3123,Data Analytics Course,86,"4,078",209,26,3,0.035,"1,698",11/6/2024,Hydrabad,mobile,data analytics course
A3124,Data Analytics Course,,3052,$245.45,24,6,,"$1,769",11/28/2024,,Desktop,data analitics online
A3125,Data Analytics Course,88,"3,708",226,10,5,0.036,"1,667",12/11/2024,Hydrabad,tablet,data anaytics training
A3126,Data Analytics Course,141,"5,314",184,29,10,0.071,"1,271",11/19/2024,Hydrabad,mobile,online data analytic
A3127,Data Analytics Course,193,"3,566",213,19,7,0.036,"1,311",11/4/2024,Hydrabad,desktop,data analitics online
A3128,Data Analytics Course,185,"4,839",194,26,6,0.032,"1,492",4/11/2024,Hydrabad,desktop,data anaytics training
A3129,Data Analytics Course,117,5145,$244.44,12,8,0.068,,10/11/2024,,Mobile,data analitics online
A3130,Data Analytics Course,147,"4,371",243,26,9,0.061,"1,776",11/18/2024,Hydrabad,desktop,online data analytic
A3131,Data Analytics Course,197,5697,$243.72,13,3,,"$1,154",6/11/2024,,MOBILE,learn data analytics
A3132,Data Analytics Course,81,"3,096",228,22,3,0.037,"1,386",11/22/2024,Hydrabad,tablet,analytics for data
A3133,Data Analytics Course,198,"4,163",219,11,6,0.03,"1,904",30/11/2024,Hydrabad,tablet,learn data analytics
A3134,Data Analytics Course,155,"5,150",225,24,7,0.039,"1,146",11/4/2024,Hydrabad,tablet,data analytics course
A3135,Data Analytics Course,181,"3,948",224,17,4,0.057,"1,075",10/11/2024,Hydrabad,mobile,analytics for data
A3136,Data Analytics Course,108,"3,126",249,12,3,0.028,"1,942",11/16/2024,Hydrabad,tablet,analytics for data
A3137,Data Analytics Course,114,"5,551",195,30,5,0.044,"1,255",11/15/2024,Hydrabad,tablet,analytics for data
A3138,Data Analytics Course,146,5712,$221.73,26,5,,"$1,201",11/12/2024,,Mobile,analytics for data
A3139,Data Analytics Course,89,"4,175",194,11,3,0.055,"1,370",11/22/2024,Hydrabad,desktop,data anaytics training
A3140,Data Analytics Course,82,,,30,8,0.098,"$1,511",17/11/2024,,DESKTOP,learn data analytics
A3141,Data Analytics Course,98,5728,$230.52,14,10,,"$1,322",7/11/2024,,Mobile,data anaytics training
A3142,Data Analytics Course,87,"3,161",244,24,8,0.092,"1,161",11/6/2024,Hydrabad,tablet,data analitics online
A3143,Data Analytics Course,146,"4,773",248,30,6,0.041,"1,304",11/1/2024,Hydrabad,tablet,online data analytic
A3144,Data Analytics Course,,3385,$208.31,25,10,,"$1,972",11/16/2024,,MOBILE,analytics for data
A3145,Data Analytics Course,122,"5,600",223,12,3,0.025,"1,061",11/18/2024,Hydrabad,tablet,learn data analytics
A3146,Data Analytics Course,153,"4,218",228,16,7,0.046,"1,178",3/11/2024,Hydrabad,mobile,data analitics online
A3147,Data Analytics Course,108,"3,358",184,28,4,0.037,"1,888",11/16/2024,Hydrabad,desktop,analytics for data
A3148,Data Analytics Course,147,"3,021",200,20,4,0.027,"1,718",18/11/2024,Hydrabad,mobile,analytics for data
A3149,Data Analytics Course,121,"4,477",225,28,10,0.083,"1,604",17/11/2024,Hydrabad,tablet,data analitics online
A3150,Data Analytics Course,112,4073,$180.24,30,4,,"$1,628",11/12/2024,,TABLET,data anaytics training
A3151,Data Analytics Course,127,"5,172",204,10,4,0.031,"1,183",11/20/2024,Hydrabad,mobile,data analitics online
A3152,Data Analytics Course,192,"5,896",201,30,9,0.05,"1,589",30/11/2024,Hydrabad,desktop,data analytics course
A3153,Data Analytics Course,174,"3,427",224,20,7,0.036,"1,293",15/11/2024,Hydrabad,desktop,analytics for data
A3154,Data Analytics Course,166,"4,176",243,16,9,0.041,"1,147",11/24/2024,Hydrabad,desktop,learn data analytics
A3155,Data Analytics Course,98,5835,$232.82,19,6,,"$1,989",11/2/2024,,mobile,data analitics online
A3156,Data Analytics Course,191,5438,$244.10,19,5,,"$1,203",11/8/2024,,Tablet,learn data analytics
A3157,Data Analytics Course,89,"4,936",200,16,4,0.059,"1,543",11/14/2024,Hydrabad,desktop,data analytics course
A3158,Data Analytics Course,180,3526,,15,7,0.039,"$1,336",11/16/2024,,Mobile,online data analytic
A3159,Data Analytics Course,91,"5,509",186,29,5,0.055,"1,928",11/2/2024,Hydrabad,mobile,learn data analytics
A3160,Data Analytics Course,114,"5,748",185,16,8,0.07,"1,490",11/21/2024,Hydrabad,desktop,data analitics online
A3161,Data Analytics Course,80,5155,$217.30,28,5,,"$1,316",12/11/2024,,TABLET,data analytics course
A3162,Data Analytics Course,127,"4,537",247,17,7,0.043,"1,451",11/18/2024,Hydrabad,tablet,analytics for data
A3163,Data Analytics Course,84,"5,468",227,13,4,0.048,"1,228",11/26/2024,Hydrabad,tablet,data analytics course
A3164,Data Analytics Course,182,"4,390",239,11,7,0.052,"1,799",11/27/2024,Hydrabad,tablet,data anaytics training
A3165,Data Analytics Course,105,"5,883",180,20,4,0.038,"1,586",11/5/2024,Hydrabad,mobile,data analytics course
A3166,Data Analytics Course,162,"3,120",246,30,6,0.037,"1,952",6/11/2024,Hydrabad,mobile,data anaytics training
A3167,Data Analytics Course,118,"4,377",220,21,4,0.034,"1,290",11/14/2024,Hydrabad,desktop,analytics for data
A3168,Data Analytics Course,131,"5,719",184,12,7,0.053,"1,555",23/11/2024,Hydrabad,mobile,data anaytics training
A3169,Data Analytics Course,116,"4,250",186,12,3,0.026,"1,043",11/30/2024,Hydrabad,desktop,analytics for data
A3170,Data Analytics Course,80,"5,648",239,10,6,0.075,"1,005",11/20/2024,Hydrabad,mobile,data analytics course
A3171,Data Analytics Course,81,"3,394",187,12,6,0.074,"1,227",12/11/2024,Hydrabad,tablet,data analytics course
A3172,Data Analytics Course,189,"5,117",198,20,8,0.042,"1,710",28/11/2024,Hydrabad,mobile,analytics for data
A3173,Data Analytics Course,128,3861,$232.11,30,10,,"$1,636",18/11/2024,,Tablet,data analytics course
A3174,Data Analytics Course,182,"3,303",238,17,4,0.022,"1,695",11/5/2024,Hydrabad,desktop,data analitics online
A3175,Data Analytics Course,124,4192,$184.42,12,6,0.048,,5/11/2024,,Tablet,data analytics course
A3176,Data Analytics Course,137,"3,720",237,24,5,0.036,"1,811",10/11/2024,Hydrabad,mobile,online data analytic
A3177,Data Analytics Course,106,"5,789",184,19,3,0.028,"1,838",11/16/2024,Hydrabad,desktop,data analitics online
A3178,Data Analytics Course,102,"5,113",207,27,6,0.059,"1,466",11/19/2024,Hydrabad,mobile,data analytics course
A3179,Data Analytics Course,155,"3,234",204,12,4,0.026,"1,401",11/16/2024,Hydrabad,desktop,learn data analytics
A3180,Data Analytics Course,85,"3,088",234,24,4,0.047,"1,210",11/7/2024,Hydrabad,tablet,analytics for data
A3181,Data Analytics Course,126,5114,$233.27,30,5,,"$1,197",15/11/2024,,tablet,data analitics online
A3182,Data Analytics Course,96,"5,070",211,27,10,0.104,"1,653",11/18/2024,Hydrabad,tablet,online data analytic
A3183,Data Analytics Course,128,"4,445",201,14,4,0.031,"1,861",11/5/2024,Hydrabad,tablet,learn data analytics
A3184,Data Analytics Course,151,"3,656",200,26,7,0.051,"1,566",11/17/2024,Hydrabad,desktop,online data analytic
A3185,Data Analytics Course,95,"3,583",223,22,9,0.033,"1,821",29/11/2024,Hydrabad,desktop,online data analytic
A3186,Data Analytics Course,193,"4,790",248,23,5,0.026,"1,687",24/11/2024,Hydrabad,mobile,data analitics online
A3187,Data Analytics Course,90,"3,235",211,29,10,0.111,"1,290",11/19/2024,Hydrabad,tablet,analytics for data
A3188,Data Analytics Course,175,"3,832",246,27,5,0.029,"1,388",11/26/2024,Hydrabad,desktop,data analitics online
A3189,Data Analytics Course,153,"4,261",230,27,7,0.046,"1,027",11/5/2024,Hydrabad,desktop,analytics for data
A3190,Data Analytics Course,103,4796,$180.64,26,7,,"$1,102",11/3/2024,,Mobile,data anaytics training
A3191,Data Analytics Course,102,"5,229",209,30,5,0.049,"1,065",11/15/2024,Hydrabad,mobile,analytics for data
A3192,Data Analytics Course,199,3754,$220.16,26,,0.045,"$1,262",11/20/2024,,tablet,data analytics course
A3193,Data Analytics Course,96,4851,$229.12,27,6,,"$1,271",11/3/2024,,tablet,data anaytics training
A3194,Data Analytics Course,107,4816,$243.41,20,5,,,11/25/2024,,tablet,data analytics course
A3195,Data Analytics Course,170,5404,$218.24,24,5,,"$1,818",29/11/2024,,DESKTOP,data analitics online
A3196,Data Analytics Course,145,3068,$237.70,24,7,,"$1,494",11/19/2024,,mobile,data analytics course
A3197,Data Analytics Course,148,5877,$213.84,25,8,,"$1,371",18/11/2024,,desktop,learn data analytics
A3198,Data Analytics Course,141,4188,$228.12,16,9,,"$1,204",30/11/2024,,DESKTOP,data analitics online
A3199,Data Analytics Course,89,5676,$183.58,14,,,"$1,254",11/16/2024,,Mobile,data analitics online
A3200,Data Analytics Course,140,"4,677",224,20,9,0.064,"1,610",11/4/2024,Hydrabad,mobile,learn data analytics
A3201,Data Analytics Course,135,3793,$190.88,24,9,0.053,,11/19/2024,,DESKTOP,data analitics online
A3202,Data Analytics Course,105,"3,548",217,30,7,0.054,"1,663",14/11/2024,Hydrabad,tablet,learn data analytics
A3203,Data Analytics Course,119,5944,$225.75,24,,,"$1,516",13/11/2024,,TABLET,analytics for data
A3204,Data Analytics Course,128,4662,$187.28,23,9,,"$1,710",11/13/2024,,Desktop,data anaytics training
A3205,Data Analytics Course,120,"4,453",240,23,8,0.067,"1,452",11/26/2024,Hydrabad,tablet,online data analytic
A3206,Data Analytics Course,163,5052,$234.73,24,6,,"$1,848",17/11/2024,,mobile,online data analytic
A3207,Data Analytics Course,94,"4,457",246,14,6,0.053,"1,492",11/15/2024,Hydrabad,tablet,data analitics online
A3208,Data Analytics Course,,"5,528",186,21,5,0.045,"1,719",15/11/2024,Hydrabad,mobile,data anaytics training
A3209,Data Analytics Course,146,4474,$190.94,18,10,,"$1,872",11/7/2024,,TABLET,data analitics online
A3210,Data Analytics Course,193,"5,129",244,13,10,0.052,"1,583",11/6/2024,Hydrabad,tablet,data analytics course
A3211,Data Analytics Course,96,"5,210",223,10,8,0.083,"1,483",11/29/2024,Hydrabad,tablet,online data analytic
A3212,Data Analytics Course,150,"3,456",242,16,7,0.047,"1,215",11/2/2024,Hydrabad,desktop,data anaytics training
A3213,Data Analytics Course,130,"4,109",207,19,6,0.046,"1,521",11/16/2024,Hydrabad,mobile,learn data analytics
A3214,Data Analytics Course,99,"3,522",210,28,9,0.034,"1,932",11/23/2024,Hydrabad,mobile,analytics for data
A3215,Data Analytics Course,143,"3,600",238,26,7,0.049,"1,891",11/9/2024,Hydrabad,tablet,analytics for data
A3216,Data Analytics Course,116,3026,$209.03,24,9,,"$1,819",10/11/2024,,desktop,data analitics online
A3217,Data Analytics Course,120,,$214.76,29,5,0.042,"$1,926",11/30/2024,,Mobile,data anaytics training
A3218,Data Analytics Course,115,"4,857",195,29,9,0.078,"1,644",11/17/2024,Hydrabad,desktop,data anaytics training
A3219,Data Analytics Course,175,"5,915",223,23,8,0.042,"1,595",11/8/2024,Hydrabad,tablet,learn data analytics
A3220,Data Analytics Course,100,3948,$230.56,30,6,,"$1,234",11/12/2024,,Tablet,analytics for data
A3221,Data Analytics Course,114,5446,$207.62,11,8,,"$1,355",11/12/2024,,MOBILE,data analitics online
A3222,Data Analytics Course,109,"5,388",206,22,6,0.055,"1,339",19/11/2024,Hydrabad,desktop,data anaytics training
A3223,Data Analytics Course,154,"5,138",194,17,7,0.045,"1,295",11/17/2024,Hydrabad,mobile,data analytics course
A3224,Data Analytics Course,199,"3,534",239,24,5,0.025,"1,776",11/21/2024,Hydrabad,mobile,data anaytics training
A3225,Data Analytics Course,98,"4,302",183,16,9,0.092,"1,765",11/19/2024,Hydrabad,desktop,data analytics course
A3226,Data Analytics Course,196,4367,$238.44,20,7,,"$1,931",27/11/2024,,desktop,data analitics online
A3227,Data Analytics Course,81,"3,721",223,17,4,0.046,"1,690",11/15/2024,Hydrabad,desktop,data analytics course
A3228,Data Analytics Course,150,4351,$203.70,26,8,,"$1,765",11/18/2024,,DESKTOP,data anaytics training
